CodEstable,NomEstable,CodSede,NomSede,Tipo,Zona,Direccion,Telefono,EstadoSede,Niveles,Modelos,Grados,X,Y
354001012289,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,354001012289,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,PRINCIPAL,RURAL,AV PANAMERICANA., ,NUEVO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL","21,22,23,24,25,26",844050.295,1370103.726
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001006128,CENT EDUC LA PAZ,SEDE,RURAL,VDA LA NVA VICTORIA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",855671.3603,1389282.647
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001008511,CENT EDUC LA ACEITUNA,SEDE,RURAL,CORREG PALMARITO VDA ACEITUNA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",854199.9554,1409091.126
254001003196,COLEGIO CAMILO TORRES,254001007264,CENT EDUC SAN AGUSTIN DE LOS POZOS,SEDE,RURAL,VDA SAN AGUSTIN D ELOS POZOS,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",847928.3137,1406856.041
254001003196,COLEGIO CAMILO TORRES,254001004796,CENT EDUC LA GRAN COLOMBIA,SEDE,RURAL,VDA RESTAURACION CORREG AGUA CLARA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",845360.087,1404935.18
254001003196,COLEGIO CAMILO TORRES,254001008627,CENT EDUC JAIME PARDO LEAL,SEDE,RURAL,VDA NVA MADRID,NO TIENE,NUEVO-ACTIVO,BÁSICA PRIMARIA,EDUCACIÓN TRADICIONAL,"3,5",837993.6828,1415258.96
254001003196,COLEGIO CAMILO TORRES,254001008520,CENT EDUC BELLAVISTA,SEDE,RURAL,VDA BELLAVISTA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,21,22,23,24,25,26",847778.9938,1394635.614
254001003196,COLEGIO CAMILO TORRES,254001003196,COL CAMILO TORRES,PRINCIPAL,RURAL,VDA NUCLEO DE VIVIENDA,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",843894.5787,1398051.629
154001004333,I.E. CARLOS RAMIREZ PARIS,154001007251,ESC DON BOSCO NO 88,SEDE,URBANA,CL 23 67 74,3123515258,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",838145.4215,1368040.432
154001004333,I.E. CARLOS RAMIREZ PARIS,154001004333,I.E. CARLOS RAMIREZ PARIS - SEDE PRINCIPAL,PRINCIPAL,URBANA,CL 18 51 33,3123515258,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",839040.3276,1366735.631
154001004333,I.E. CARLOS RAMIREZ PARIS,154001005259,ESC  RAFAEL POMBO NO 74,SEDE,URBANA,MZ 38 F LT 4,3123515258,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25",839332.8868,1366525.398
154001004333,I.E. CARLOS RAMIREZ PARIS,154001007961,INST TEC NSTRA SRA DE MONGUI,SEDE,URBANA,CL 9 47 15,3123515258,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,21",838731.6451,1366112.552
254001003757,CENTRO EDUCATIVO AGUALASAL,254001001304,ESC RUR EL SUSPIRO,SEDE,RURAL,VDA EL SUSPIRO CORREG PALMARITO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",840189.6915,1403896.156
254001003757,CENTRO EDUCATIVO AGUALASAL,254001003757,CENT EDUC AGUALASAL,PRINCIPAL,RURAL,VDA AGUALASAL,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",837648.8205,1400205.465
254001003757,CENTRO EDUCATIVO AGUALASAL,254001004818,CENT EDUC  LA HORTENCIA,SEDE,RURAL,VDA EL TABLAZO- CORREG PALMARITO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",836683.585,1403459.821
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001008291,ESC URB LA PRIMAVERA MARIA AUXILIADORA,SEDE,URBANA,MZ J7 LOTE 11,5813860,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,21,22,23,24,25,26",839183.8478,1367677.777
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001003779,COL INTEGD JUAN ATALAYA,PRINCIPAL,URBANA,CL 6 26 118,5785588,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","5,6,7,8,9,10,11,21,22,23,24,25,26",839830.3612,1366726.62
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001007979,COL CONCEJO DE CUCUTA,SEDE,URBANA,AV 5 MZ 7 LOTE 67 BARRIO TUCUNARE,5798433,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26,99",839738.2852,1366726.054
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001004139,ESC URB CUCUTA 75 NO 52,SEDE,URBANA,AV 27 NO 5N -31 BARRIO PALMERAS PARTE ALTA,5811828,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",839764.3601,1366616.492
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001000877,ESC URB NO 30 ANTONIO MARIA CLARET,SEDE,URBANA,MZ  10  Y 11 4TA. ETAPA BARRIO CLARET,5786156,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,22",839887.3331,1367159.459
154001003779,COLEGIO INTEGRADO JUAN ATALAYA,154001006859,ESC URB  GABRIEL GARCIA MARQUEZ NO 79,SEDE,URBANA,AV 31 MZ 3  J2  NO 12-1  BARRIO TUCUNARE,5797133,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7,8,9,10",839420.4873,1367297.049
154001009220,INSTITUTO TÉCNICO PADRE MANUEL BRICEÑO JAUREGUI FE Y ALEGRÍA,154001000834,ESC  NO 38 TEODORO GUTIERREZ,SEDE,URBANA,IND MZ 6 LOTE 9 3 ETAPA BARRIO ATALAYA,5814885,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",840986.9623,1365975.372
154001009220,INSTITUTO TÉCNICO PADRE MANUEL BRICEÑO JAUREGUI FE Y ALEGRÍA,154001009220,I.E. PADRE MANUEL BRICEÑO JAUREGUI - SEDE PRINCIPAL,PRINCIPAL,URBANA,AV 21 A 2 100,5813255,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,99",840562.7913,1366101.63
154001005208,I.E. JUAN PABLO I,154001005208,I.E. JUAN PABLO I - SEDE PRINCIPAL,PRINCIPAL,URBANA,CL 12 0 E 81,5794729,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,31",840910.4494,1367603.661
154001003426,COL MARIANO OSPINA RODRIGUEZ,154001003639,ESC TERCER MILENIO,SEDE,URBANA,CLL  4  NO 3-78  BARRIO MOTILONES,5786602,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,99",840276.3886,1367511.525
154001003426,COL MARIANO OSPINA RODRIGUEZ,154001003248,COL MONSEÑOR LUIS PEREZ HERNANDEZ,SEDE,URBANA,CLL 10 AV 3 Y 4 BARRIO MOTILONES,5786606,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",840487.7563,1367809.521
154001003426,COL MARIANO OSPINA RODRIGUEZ,154001003426,COL MARIANO OSPINA RODRIGUEZ,PRINCIPAL,URBANA,AV 5 CLL 14 Y 15 BARRIO OSPINA PEREZ,5795340,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",840525.857,1367799.535
254001004087,INST TEC JORGE GAITAN DURAN,254001002372,ESC RURAL LA FRONTERA,SEDE,RURAL,CORREG PTO VILL, ,NUEVO-ACTIVO, , , ,851970.3848,1414374.765
154001003426,COL MARIANO OSPINA RODRIGUEZ,154001010210,ESC URB JOSE BARTOLOME CELIS,SEDE,URBANA,BARRIO LA FLORIDA,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",839977.4402,1368175.579
154001008606,COL BAS CAMILO DAZA,154001008606,COL BAS CAMILO DAZA,PRINCIPAL,URBANA,CL 43 8 80,5787774,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,FLEXIBLE ESCUELA INTEGRAL,A CRECER,CAMINAR EN SECUNDARIA I,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99",840708.395,1369960.077
154001005330,COLEGIO JUANA RANGEL DE CUELLAR,154001005330,COL JUANA RANGEL DE CUELLAR,PRINCIPAL,URBANA,CL 16 AV 0 BR LA LAGUNA,5796763,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",841241.2674,1367787.983
154001007944,COLEGIO ANDRÉS BELLO,154001009301,ESC URB ANCIZAR OCAMPO,SEDE,URBANA,CLL 17BN NO 10-35 BARRIO VILLA NUEVA,5871855,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",842451.1748,1367566.757
154001007944,COLEGIO ANDRÉS BELLO,154001008576,ESC URB LAURA VICUÑA,SEDE,URBANA,AV 13 12 66,5877967,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,21",842255.1354,1367367.063
154001007944,COLEGIO ANDRÉS BELLO,154001007944,COL ANDRES BELLO,PRINCIPAL,URBANA,IND AV 7N NO 7AN-06,5791280,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",842475.6704,1366353.223
154001001644,COLEGIO ANTONIO NARIÑO,154001011879,PREESC MIS ALEGRIAS,SEDE,URBANA,IND AV 9 NO 0AN-69,5827168,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",842013.1168,1365388.546
154001001644,COLEGIO ANTONIO NARIÑO,154001008185,CENT DOC MPAL SAN JOSE OBRERO,SEDE,URBANA,IND BARRIO,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",841553.6965,1365423.744
154001001644,COLEGIO ANTONIO NARIÑO,154001000206,ESC URB DE NIÑAS NO 13 NSTRA SRA DE LOURDES,SEDE,URBANA,CL 0 10 143,5826449,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",841761.9294,1365198.072
154001001644,COLEGIO ANTONIO NARIÑO,154001001644,COLEGIO ANTONIO NARIÑO,PRINCIPAL,URBANA,CL 1 8 17,5836272,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CIRCULOS DE APRENDIZAJE,SER HUMANO","1,2,3,4,5,6,7,8,9,10,11,21,23,24,99",842129.5153,1365096.681
154001000087,ESC NORMAL SUPERIOR MARIA AUXILIADORA,154001000087,NORMAL SUPERIOR MARIA AUXILIADORA,PRINCIPAL,URBANA,AV 4 NO 12-81 BARRIO LA PLAYA,5712983-5836459,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,12,13,21,22",842901.4539,1363898.503
254001004087,INST TEC JORGE GAITAN DURAN,254001005377,CENT EDUC SAN JOAQUIN,SEDE,RURAL,VDA SAN JOAQUIN - CORREG AGUACLARA,NO TIENE,NUEVO-ACTIVO,BÁSICA PRIMARIA,"ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","1,2,3,4,5",846113.5309,1406736.625
254001004087,INST TEC JORGE GAITAN DURAN,254001003218,CENT EDUC PUERTO VILLAMIZAR,SEDE,URBANA,CORREG PUERTO VILLAMIZAR,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",849595.0673,1411687.347
254001004087,INST TEC JORGE GAITAN DURAN,254001001169,CENT EDUC LOS CAMBULOS,SEDE,RURAL,VDA LOS CAMBULOS CORREG PUERTO VILLAMIZAR,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",847292.0612,1407838.449
254001004087,INST TEC JORGE GAITAN DURAN,254001007604,ESC NVA MINUTO DE DIOS,SEDE,RURAL,VDA MINUTO DE DIOS-CORREG AGUACLARA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",848570.1198,1404020.283
254001004087,INST TEC JORGE GAITAN DURAN,254001003161,ESC NVA ROSA BLANCA,SEDE,RURAL,VDA CAÑO MONO CORREG AGUACLARA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",849805.7522,1406121.274
254001004087,INST TEC JORGE GAITAN DURAN,254001008562,CENT EDUC NUEVA FRONTERA,SEDE,RURAL,VDA NUEVA FRONTERA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4",854961.7429,1405056.749
254001004087,INST TEC JORGE GAITAN DURAN,254001002874,CENT EDUC LA TIGRA,SEDE,RURAL,VDA LA TIGRA - CORREG AGUACLARA,NO TIENE,NUEVO-ACTIVO,BÁSICA PRIMARIA,"ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","1,2,3,4,5",850657.6515,1397440.884
254001004087,INST TEC JORGE GAITAN DURAN,254001009836,COL BAS JAIME CARDENAS MONCADA,SEDE,RURAL,CORREG ALTO GUARAMITO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21",856548.9212,1398564.006
254001004087,INST TEC JORGE GAITAN DURAN,254001009437,CENT EDUC FUNDACION,SEDE,RURAL,VDA FUNDACION,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",852744.3367,1400057.227
254001004087,INST TEC JORGE GAITAN DURAN,254001004273,CENT EDUC BAJO GUARAMITO,SEDE,URBANA,CORREG GUARAMITO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21",855176.0673,1405928.702
254001004087,INST TEC JORGE GAITAN DURAN,254001004176,CENT EDUC CAMPO ALEGRE,SEDE,RURAL,VDA CAMPO ALEGRE,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21",852883.5516,1402084.825
254001004087,INST TEC JORGE GAITAN DURAN,254001004401,CENT EDUC CARTAGENA,SEDE,RURAL,CORREG GUARAMITO VDA LLANO SECO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",852764.3334,1401724.103
254001004087,INST TEC JORGE GAITAN DURAN,254001002793,ESC NVA LA JARRA,SEDE,RURAL,VDA LA JARRA- CORREG DE AGUA CLARA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",851250.6433,1400138.183
254001004087,INST TEC JORGE GAITAN DURAN,254001002564,ESC RUR INTEGD AGUA CLARA,SEDE,RURAL,CORREG AGUACLARA,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",851122.7859,1402552.779
254001004087,INST TEC JORGE GAITAN DURAN,254001004087,INST TEC JORGE GAITAN DURAN,PRINCIPAL,RURAL,CORREG AGUACLARA,NO TIENE,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","1,2,3,6,7,8,9,10,11,20,21,22,23,24,25,26,31,99",851383.9785,1402992.279
254001004087,INST TEC JORGE GAITAN DURAN,254001002807,CENT EDUC LA JAVILLA,SEDE,RURAL,VDA LA JAVILLA-CORREG DE AGUA CLARA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",851123.0406,1405850.433
154001004295,COL ORIENTAL NO 26,154001004295,COL ORIENTAL NO 26,PRINCIPAL,URBANA,CLL 19AN NO 4-89,5872460,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7,8,9,10,11",843265.9533,1367486.88
154001011470,COLEGIO SAN JOSÉ,254001009038,CENT EDUC RUR LOS PERACOS,SEDE,RURAL,VDA LOS PERACOS,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,20,23,24,25,26",843737.9808,1371799.946
154001011470,COLEGIO SAN JOSÉ,154001011470,EL TRIGAL,PRINCIPAL,URBANA,CL 3 1 73,5878457,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26",842382.233,1370795.071
154001007791,COL LUIS CARLOS GALAN SARMIENTO,254001002947,ESC RUR  SAN PEDRO,SEDE,RURAL,KM 47-91 CORREG DE SAN PEDRO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,22,23,24,25,26",840357.2589,1356812.38
154001007791,COL LUIS CARLOS GALAN SARMIENTO,254001002688,ESC RUR  EL PORTICO,SEDE,RURAL,VDA EL PORTICO - CORREG DE SAN PEDRO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",840710.5217,1359603.609
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001002497,ESC URB JOSE EUSEBIO CARO NO 23,SEDE,URBANA,AV 8 NO 20-04 BARRIO CUBEROS NIÑO,5831218,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",842518.5341,1363053.639
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001000117,ESC URB SAN VICENTE DE PAUL NO 18,SEDE,URBANA,CLL 26 NO 0-35 BARRIO SAN RAFAEL,5835536,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",843073.008,1362552.864
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001002543,ESC URB ALIANZA PARA EL PROGRESO NO 36,SEDE,URBANA,AV 1A NO 28-90 BARRIO SAN RAFAEL,5714073,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",842922.9006,1362322.445
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001003400,ESC URB SAN PABLO NO 19,SEDE,URBANA,CLL 25 7A-35 BARRIO SANTO DOMINGO,5833660,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",842592.0531,1362770.992
154001007791,COL LUIS CARLOS GALAN SARMIENTO,154001007791,COL LUIS CARLOS GALAN SARMIENTO,PRINCIPAL,URBANA,IND CLL 26 NO 0-63 BARRIO SAN RAFAEL,5722963,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CIRCULOS DE APRENDIZAJE,SER HUMANO","1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99",843023.9807,1362555.911
